permno,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01
10463,,,,,,,,,,,,,,,,,,,,,,,,,,-0.047999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3445945978,,,,0.0057803411,,,-0.077922009,,,,,,,,,,,,,,,
10501,,,,,,,,,0.1624395698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10514,,,,,,,,,,,,0.1406250149,,,,,-0.119999982,,,,,,,,,,,,,-0.178981975,0.1799999475,,,,,-0.25555557,,,,,,,,,,,,,,,,,,0.0474137254,,,,,-0.062392261,,,,,,,,,,,,,,,,,,,,,,,,,
10550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0955316499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10606,,,,,,,,,,,,,,,0.0316555873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.158354163,,,,,,0.0497237965,,,,,,,,,,
10649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07451047,,,,,,,,,,,,,,,,,,,,,,,,,-0.03379637,,,,,,,,,,,,,,,,,,,,,,
10661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2090070993,,,
10779,,,,,,-0.189247325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.144736826,,,,,,,,,,,,,,,,,,,,,,,,-0.240677983,,,,,,,,,,,,,,,,,,,,,,,,,
10866,,-0.028617859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.243405297,,0.2330346406,,[0.53255218 0.53255218],,-0.03450479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3904982507,,,,,,
10886,,,,,,,,,,,,,,,,,,,,,,,,,,0.4767441452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.140497625,,,,,,,,,,,,,,,,,,,,
10901,,,,,,,,,,,,,,,,,,,,,,,0.0828571543,,,,,,,,,,,,,,,0.0390367769,,,,,,,,,,,,,,,0.0079918588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10966,,,,,,,,,,,,,,,,,,,,,,,,,-0.192364186,,,,,,,,,-0.003605699,,,,,,,,,,,,,,0.2526241839,,,,,,,,,,,,-0.020898622,,,,,,,,,,,,,,,,,,,,,,,,
11043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100000009,,,,,,,-0.119010821,,,,,,,,,,,,,
11154,,-0.069565237,,,,,,-0.213930354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11267,,,,0.0273224227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02594593,,,,,,,,,
11275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123076953,,,,,,,-0.073426507,,,,,,,,,,,,0.0592417084,,,,,,,,
11343,,,,,,,,,,-0.06581226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368,,,,,,,,,,,,,,-0.169025779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11378,,-0.110410094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11379,,,,,,,,,,,,,,,,,,,,,,0.2239999771,,,,0.0116278967,,,,,,,,,,,-0.13281247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2828571796,,,,,,,,,,-0.164222926,,,,,,,,-0.213198006,,,,,,,,,-0.023559282,,,,,,,,,,,,,,,,,
11441,,,,,,,,,,,,,,,,,,,,,,,,-0.169230759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481,-0.027169136,,,,,,,,,,,,,,,0.0402684547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499,,,,,,-0.015425459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511,,,,,,,0.1260503978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11547,,,,,,0.0072877323,,,,-0.004764627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11581,,,,,,,,,,,,,,,,,,,,,,-0.145161271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03568748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099415518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11593,,,,,,,,,,,-0.072727293,,,,,,,,,,,0.0961538479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4712230861,,,,-0.077490784,,,,,,0.017543843,,,,,,
11664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047013294,,,,,,,,,,
11707,,,,,,,,,,,,,,,,,,,0.1950286925,0.0784000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11750,,,,,-0.046729036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11775,,,,,,,,,,,,,,,,,,0.1139958054,,,,,-0.053246509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11790,,,,,,,,,,,,,,,,,,,,,,,,-0.105597556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11803,,,,,,,,,,,,,,,,,,,,,,0.300709188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05811809,,,,,
12008,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0190771241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12009,,,,,,,,,,0.0079610925,,,,,,,,,,,,,0.0810109451,,,,,,,,,,,,0.0242824648,,,,,,,,-0.043076955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12017,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1730629653,,,,,,,,,,,,,,,,,
12049,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.161691532,,,0.1907277852,,,,,,,,-0.268484861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12068,,,,,,,,,,,,,,-0.009826547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12146,,,-0.081159413,,,,,,,,,,-0.015463964,,0.0489913747,,,,,,,,,,,,,,,,,-0.16537863,,,,,-0.088835508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12166,,,,,0.0290697664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12209,,,,,,,,,,,,,,,,,,,,,,,,,0.4627659619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002650443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12266,,1.0186854601,,,,,,-0.270588249,,,,-0.234714001,,,,0.2568493187,,,,,,-0.236151651,,,,,,,,,,,,,,,,,-0.188888893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1182795167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12340,,,,,,,,,,,,,,,,,,,0.0157232713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12348,,-0.024390221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12350,,,0.1451414078,,,,,,,,,,,,,,-0.15384613,,,,,,,,0.0489510857,,,,,,,,,,,,,,,,-0.018181801,,,,0.3458083868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356,,-0.008991024,,0.0052966308,,,,,,,-0.272847742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714285746,,,,,,,,,,,,0.1580191255,,,,,,,,,,,,,,,,,,,,,,,,,,
12374,,,0.0400511548,,,,,,,0.0325019136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12380,,0.1225296631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055459302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12400,,,,0.0554857887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12413,,,,,,,,,,,0.0359999575,,,,,,,,,,,,,,,,,,-0.033341959,,,,,,,,,,,,0.0318809636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437,,,,,,,,,,,,,,,,,,-0.037209269,,,,,,,,,,,,,,,,-0.22978723,,0.0473814383,,,,,,,,,,,,,,,,,,,,,,,,0.3501326144,,,,,[0.03730276 0.03730276],,,,,,,,,,,,,,,,,,,
12452,-0.098039217,-0.043478221,,,-0.268292665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2762854695,,,,,,,,,,,-0.093385249,,,,,,,,,,,,,,,
12477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12241517,,,,,,,,,,,,,,,,,,,,,,,
12488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1157894284,,,,,,,,,,,,,,,,,,,,,-0.22402595,,,,,,,,,,,,,0.1138613969,,,,,,,,,,
12493,,,,,,,,,,,,,0.1093951166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12494,,,,,,,,,,0.0145348832,-0.077363916,,,,,,,-0.130801693,,,,,,,,,,,,,,,,,,,,,-0.488636374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12496,,,,,,,,-0.709498703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.096618325,,,,,,,,,,,,,-0.105970301,,,
12498,,,,,,,,,,,,,0.0054637082,,[0.0002834 0.0002834],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12521,,,,,,,-0.03205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0413792692,,,,,,,,,,,,,,,,,,,,,,,,-0.128571391,,,,,,
12559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.430453867,,,,,,,,,,,,,,,,,,,,,,,-0.216736421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
12575,,,,-0.105058365,,,,,,,,,-0.207943946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.135416672,,,,,,,,,,,0.0800000057,,,,,,,,,,,,,,,,,,,,,0.0727272034,,,,,,,,,,,,,,
12579,,,,,,,,,,,,,[-0.07674065 -0.07674065],,,,,,,,,,,,0.3316325843,,,,,,,,,,,,,,,,,,,,,,,1.125,,-0.044291321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12583,,,,,,,,,,,,,,,,,0.0347432494,-0.064233601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588,,,,,,,,,,,,,,,,,,,-0.03809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12615,,,,,,,,,,-0.035578113,,,,,,,,,,,,,,,,,-0.273318917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3011695743,,,,,,,,,,,,,
12629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0230466463,,,,,,,,,,,,,,,,,,,,,,
12639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025983566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023255792,,,,,,,,,,,,,,,-0.09165138,,,,,,,,,,,,,,,,,,,,,,,,
12667,,,,,,,,,,,,,,,,,,,,0.3007283807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02230053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.103508718,,,,,,,,,,,,,,,-0.068403922,,,,,,,,,,,,-0.059805259,,-0.200258374,,,,,,,,,,,,,,,,,,
12789,,,,-0.30112505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.302755386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071428299,,,
12795,,,,,0.0311526172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.113666259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12798,,,,,,,,,,,,,,,,,,,,,,-0.102292307,,,,,,,-0.168865442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.164794028,,,,-0.006802714,,,-0.357479036,,,-0.057541054,,,,,,,,,,,,,,,,
12877,,,,,,,,,,,,,,,,,,,,,,-0.150326818,,,,,,,,,,,,,,,0.5253455639,,,,,,,,,,,,,0.0028653268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145954058,,,,,,,,,,,,,,,,,,,,,,,,,,
12905,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.144153252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091423184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12915,,,,,,,,,,,,,,,,,,0.2774958313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034771409,,-0.051040981,,
12960,,,,,,,,,,,,,0.0039840788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,,-0.055459302,,,,,,,,,,,0.0022935211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035486296,,,,,,
13084,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.147368401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13107,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.180317074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13108,,,,,,,,,,,,,,,,,,,0.088372007,,,,,,,,,,,,,,,,,,,,,,,-0.289411545,,,,,0.5554409623,,-0.100671165,,0.1646312475,,,,,,,,,,,-0.28880161,,,,,,,,,,,,,,,,,,,,,,
13109,,,,,,,,,0.1860464662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13111,,,,,,,-0.01768709,,,,,,,,,,,,-0.2058824,,,,,,,,0.1420117617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448642373,,,,,,,,,,,,,,,
13116,,,,,,-0.10144522,,,,,,,0.0152229099,,,,,,,,,,,-0.220882043,,,-0.01218976,,,,,,,,,,,,,,,,0.2273954749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.140350848,,,,-0.397196323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13124,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.099125408,,,,,,,,,,,,,,,,,,,,0.4689055383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114143983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123814829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13169,-0.019455235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.187142849,,,,,,,,,,,,,,,
13201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0440636054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2605863214,,,,,,,,,,,,,,,,,,,,,,-0.201077536,,,,,,,,,
13244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.068770215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.533472836,,,,,,,,0.2237287611,,0.2634561062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13260,,,,,,,,,,,,,,,,0.3884891868,0.0621762089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0725663453,,,,,,,,,,,,,,,,,,,,,,0.0422291681,,,,,,,,,,,,,,,,,,,,,,,,,
